topic,subtopic1,subtopic2,subtopic3,fact
CHAOS (chess),Chess,Game tree,Alpha-beta pruning,"The game of chess has a vast number of possible games, with approximately 10^120 possible moves."
CHAOS (chess),Computer science,Artificial intelligence,Machine learning,CHAOS was developed to limit the number of moves to look ahead for human players.
CHAOS (chess),Computing machines,Mimicking aspects of human intelligence,General idea of artificial intelligence,"The CHAOS program was developed by a group including John McCarthy, Herbert Simon, and Alan Newell."
CHAOS (chess),Early 1960s,Computer programs,Rudimentary level,"By the early 1960s, computer programs could play chess at a rudimentary level."
CHAOS (chess),Early life,Checkers,Checker playing program,Arthur Samuel created a checkers-playing program in 1952.
CHAOS (chess),Chess,Opening lines,Book moves,CHAOS used a selective search strategy with iterative widening.
CHAOS (chess),Chess,Opening lines,Book moves,"CHAOS had an extensive book for its time of around 10,000 moves that O'Keefe helped to develop."
CHAOS (chess),Chess,Game Play History,Tournaments,CHAOS played in twelve ACM computer chess tournaments and four World Computer Chess Championships (WCCC).
CHAOS (chess),Computer chess,Debut,1973,"CHAOS' debut was the ACM computer chess tournament in 1973, taking 2nd place."
CHAOS (chess),Computer chess,WCCC,1974,"In 1974, CHAOS again won 2nd place in the WCCC, defeating Chess 4.0 but losing to Kaissa."
CHAOS (chess),Computer chess,WCCC,1980,"The 1980 WCCC was won by Belle, who defeated CHAOS in a playoff."
CHAOS (chess),Computer chess,WCCC,1985,CHAOS' last competition was the ACM computer chess tournament in 1985.
CHAOS (chess),Computer chess,Belle,KAISA,One of CHAOS' notable victories was over Chess 4.0 at the 1974 WCCC tournament.
CHAOS (chess),Legacy,Brute-force approach,AlphaZero,AlphaZero eventually beat the reigning brute-force program Stockfish by evaluating fewer positions using neural networks.
CHAOS (chess),Competitive arena,1985,Stockfish,The chess-playing program AlphaZero eventually beat the reigning brute-force program Stockfish by evaluating fewer positions using neural networks.
CHAOS (chess),Algorithmic capabilities,Moore's Law,Chess knowledge,AlphaZero eventually beat the reigning brute-force program Stockfish by evaluating fewer positions using neural networks that learned from previous play.
CHAOS (chess),Neural networks,Selective search,Stockfish,"AlphaZero eventually beat the reigning brute-force program Stockfish by evaluating fewer positions using neural networks that learned from previous play, showing that selective search is an effective strategy."
CHAOS (chess),Chess programming,Computer History Museum,Stockfish,"The chess-playing program AlphaZero eventually beat the reigning brute-force program Stockfish by evaluating fewer positions using neural networks that learned from previous play, showing that selective search is an effective strategy."
Emergent algorithm,Emergent algorithm,Artificial intelligence,Swarm intelligence systems,"An emergent algorithm has the following characteristics: it achieves predictable global effects, does not require global visibility, and is self-stabilizing."
Emergent algorithm,Emergent algorithm,Artificial neural networks,Swarm intelligence systems,"Einstein published his theory of special relativity in 1905, which is an example of emergent algorithms and models."
Emergent algorithm,Emergent algorithm,Artificial neural networks,Swarm intelligence systems,Heuristic References
Intrinsic motivation (artificial intelligence),Artificial intelligence,Intrinsic motivation,Exploration,Extrinsic motivations are typically described in artificial intelligence as task-dependent or goal-directed.
Intrinsic motivation (artificial intelligence),Psychology,Intrinsic motivation,Curiosity,"A typical intrinsic motivation is to search for unusual, surprising situations (exploration), in contrast to a typical extrinsic motivation such as the search for food (homeostasis)."
Intrinsic motivation (artificial intelligence),Neuroscience,Intrinsic motivation,Optimal balance between novelty and familiarity,An alternative explanation from Berlyne in 1960 was the pursuit of an optimal balance between novelty and familiarity.
Intrinsic motivation (artificial intelligence),Computational models,Intrinsic motivation,"Formal theory of creativity, fun, and intrinsic motivation","A computational approach to implement artificial curiosity in the early 1990s by Schmidhuber has since been developed into a ""Formal theory of creativity, fun, and intrinsic motivation""."
Intrinsic motivation (artificial intelligence),Reinforcement learning,Intrinsic motivation,Agnostic to how the reward is generated - an agent will learn a policy (action strategy) from the distribution of rewards afforded by actions and the environment.,Each approach to intrinsic motivation in this scheme is essentially a different way of generating the reward function for the agent.
Intrinsic motivation (artificial intelligence),Computational reinforcement learning,Intrinsic motivation,Agnostic to how the reward is generated - an agent will learn a policy (action strategy) from the distribution of rewards afforded by actions and the environment.,Reinforcement learning is agnostic to how the reward is generated - an agent will learn a policy (action strategy) from the distribution of rewards afforded by actions and the environment.
Intrinsic motivation (artificial intelligence),Video game setting,Intrinsic motivation,Unifying state visit count exploration and intrinsic motivation has shown faster learning in a video game setting.,Recent work unifying state visit count exploration and intrinsic motivation has shown faster learning in a video game setting.
